20h59m55.55s +44d12m36.33s,0.295,61.4755,Solenoidal Metric Schema (Iron),99.01,MATCH: Gaia DR3 2162208689990799232 (EB*),,
21h00m24.84s +44d21m34.39s,0.3484,715.1387,Localized Torsional Inflection,66.88,MATCH: [KW97] 54-2 (Em*),,
20h58m15.38s +44d27m05.40s,0.6381,71.3539,Metric Spacetime Anomaly,84.88,MATCH: HD 199870 (SB*),,
20h58m34.76s +44d18m25.56s,0.2794,109.5757,Gasious Substrate Schema,21.75,MATCH: 2MASS J20583566+4418450 (Or*),,
20h59m32.13s +44d20m32.60s,0.5061,72.8511,Metric Spacetime Anomaly,59.2,MATCH: 2MASS J20593457+4419395 (LP*),,
20h59m08.28s +44d23m37.78s,0.2803,66.2615,Localized Torsional Inflection,97.96,MATCH: Gaia DR2 2162237964477609216 (Y*?),,
20h59m41.37s +44d09m22.05s,0.3293,12.3057,Helical Metric Schema,25.15,MATCH: ZTF J205939.05+440925.0 (EB*),,
20h59m41.51s +44d30m46.75s,0.4789,48.5266,Metric Spacetime Anomaly,122.51,MATCH: TYC 3179-841-1 (*),,
20h59m46.26s +44d11m17.01s,0.4621,157.2511,Metric Spacetime Anomaly,32.74,MATCH: 2MASS J20594591+4410443 (Y*O),,
20h59m13.42s +44d07m54.70s,0.3603,16.2722,Trefoil Metric Schema,66.69,MATCH: Gaia DR2 2162231161248764672 (Y*?),,
20h59m59.20s +44d12m08.26s,0.2617,19.0846,Gasious Substrate Schema,71.62,MATCH: Gaia DR3 2162208689990799232 (EB*),,
20h57m55.86s +44d17m53.34s,0.2533,93.0063,Gasious Substrate Schema,58.6,MATCH: [ABC90] cyb 54 (C*),,
20h59m33.96s +44d14m03.83s,0.1933,77.1403,Minkowskian Baseline,29.03,MATCH: HD 200060 (*),,
20h58m58.26s +44d16m34.38s,0.2181,93.0216,Minkowskian Baseline,42.92,MATCH: 2MASS J20585568+4417071 (Y*O),,
20h58m02.81s +44d11m43.06s,0.5013,18.8877,Metric Spacetime Anomaly,49.42,MATCH: Gaia DR2 2162241400450571392 (Y*?),,
20h58m21.46s +44d27m11.73s,0.2121,94.6231,Minkowskian Baseline,69.76,MATCH: HD 199870 (SB*),,
20h58m49.99s +44d26m05.64s,0.2299,113.5261,Gasious Substrate Schema,82.59,MATCH: ZTF J205852.78+442722.6 (BY*),,
20h59m05.39s +44d10m44.61s,0.1926,88.5657,Minkowskian Baseline,100.69,MATCH: 2MASS J20591434+4410157 (LP?),,
20h57m50.84s +44d18m57.46s,0.1791,142.5791,Minkowskian Baseline,116.89,MATCH: [ABC90] cyb 54 (C*),,
20h59m04.66s +44d22m16.28s,0.2,280.5822,Minkowskian Baseline,99.16,MATCH: ATO J314.8077+44.3685 (EB*),,
20h59m26.56s +44d20m26.18s,0.2638,119.812,Gasious Substrate Schema,97.82,MATCH: 2MASS J20593457+4419395 (LP*),,
21h00m20.13s +44d15m32.43s,0.6007,303.3523,Metric Spacetime Anomaly,50.34,MATCH: ZTF J210022.85+441451.4 (BY*),,
21h00m04.11s +44d17m46.64s,0.9629,47.3705,Baryonic Metric Substrate,47.47,MATCH: Gaia DR2 2162256415666198016 (*),,
20h59m14.05s +44d22m52.75s,0.3049,75.2762,Solenoidal Metric Schema (Iron),23.07,MATCH: Gaia DR2 2162237964477609216 (Y*?),,
20h59m33.69s +44d23m42.76s,0.2605,56.123,Gasious Substrate Schema,46.89,MATCH: TYC 3179-498-1 (*),,
20h59m12.52s +44d18m49.94s,0.4219,20.0999,Trefoil Metric Schema,67.68,MATCH: 2MASS J20590670+4418238 (Or*),,
20h59m47.44s +44d25m12.28s,0.3399,11.0503,Helical Metric Schema,96.06,MATCH: Gaia DR3 2162262462975032448 (EB*),,
20h59m08.37s +44d16m46.23s,0.2255,564.4056,Localized Torsional Inflection,40.18,MATCH: 2MASS J20591195+4416576 (Y*O),,
20h58m37.89s +44d16m48.87s,0.7226,59.2185,Metric Spacetime Anomaly,24.91,MATCH: [RGS2011] J205835.71+441659.5 (Y*O),,
20h59m31.00s +44d12m37.26s,0.3689,140.027,Trefoil Metric Schema,36.18,MATCH: Gaia DR3 2162232909297472384 (EB*),,
20h59m01.69s +44d19m14.22s,0.5308,57.0816,Localized Torsional Inflection,48.99,MATCH: Gaia DR2 2162237410421068672 (Y*?),,
20h58m54.63s +44d19m25.66s,0.2596,384.2787,Localized Torsional Inflection,75.64,MATCH: [R2003] 124 (?),,
20h58m14.73s +44d15m26.63s,0.5673,14.8516,Metric Spacetime Anomaly,58.81,MATCH: Kiso J205818.11+441612.9 (EB*),,
20h59m03.47s +44d07m34.26s,0.1912,72.1024,Minkowskian Baseline,63.2,MATCH: ZTF J205904.65+440836.1 (RS*),,
20h59m31.46s +44d19m21.98s,0.2952,86.9945,Solenoidal Metric Schema (Iron),37.72,MATCH: 2MASS J20593457+4419395 (LP*),,
20h59m52.58s +44d19m42.14s,0.2583,1.7279,Gasious Substrate Schema,12.15,MATCH: ZTF J205953.08+441952.8 (EB*),,
20h58m12.30s +44d25m59.97s,0.3906,88.8517,Trefoil Metric Schema,60.06,MATCH: UCAC4 673-090551 (SB*),,
20h59m27.61s +44d05m36.10s,0.5737,84.6995,Metric Spacetime Anomaly,46.42,MATCH: [ABC90] cyb 55 (C*),,
20h59m01.22s +44d24m54.26s,0.2158,65.9166,Minkowskian Baseline,75.13,MATCH: 2MASS J20590296+4426069 (LP?),,
20h59m01.04s +44d29m16.49s,1.487,99.3992,Metric Spacetime Anomaly,11.18,MATCH: ATO J314.7531+44.4908 (EB*),,
20h58m07.92s +44d22m25.51s,0.6249,205.7146,Metric Spacetime Anomaly,90.27,MATCH: ZTF J205803.68+442343.4 (EB*),,
20h58m10.03s +44d13m42.18s,0.2885,82.9785,Solenoidal Metric Schema (Iron),66.85,MATCH: GSC 03179-00971 (*),,
20h58m59.23s +44d13m56.75s,0.2838,31.0795,Solenoidal Metric Schema (Iron),34.2,MATCH: 2MASS J20590148+4414209 (LP?),,
20h58m57.27s +44d18m49.01s,0.3222,3.7197,Helical Metric Schema,60.6,MATCH: BD+43  3781 (*),,
20h59m51.76s +44d13m03.28s,0.238,143.6524,Gasious Substrate Schema,53.66,MATCH: ZTF J205948.65+441345.2 (EB*),,
20h59m17.18s +44d18m04.76s,0.19,141.4872,Minkowskian Baseline,18.36,MATCH: EM* LkHA  192 (Ae*),,
20h58m14.26s +44d16m35.50s,0.2596,83.6598,Gasious Substrate Schema,47.12,MATCH: Kiso J205818.11+441612.9 (EB*),,
20h58m09.53s +44d11m47.99s,0.4903,112.9824,Metric Spacetime Anomaly,8.25,MATCH: TYC 3179-42-1 (*),,
20h58m29.86s +44d13m03.42s,0.1767,20.2701,Minkowskian Baseline,126.96,MATCH: Gaia DR3 2162235112619249152 (WD?),,
21h00m08.07s +44d20m56.75s,0.2589,29.7966,Gasious Substrate Schema,25.87,MATCH: ZTF J210008.16+442122.5 (Mi*),,
20h59m02.29s +44d15m07.54s,0.2789,13.8034,Gasious Substrate Schema,47.46,MATCH: 2MASS J20590148+4414209 (LP?),,
20h59m20.91s +44d09m12.53s,1.4875,97.0348,Metric Spacetime Anomaly,67.77,MATCH: Gaia DR2 2162232570006562688 (*),,
20h59m42.51s +44d09m29.53s,0.1774,188.8773,Minkowskian Baseline,37.49,MATCH: ZTF J205939.05+440925.0 (EB*),,
20h59m17.04s +44d31m14.01s,0.2049,56.4554,Minkowskian Baseline,119.93,MATCH: C* 2951 (C*),,
20h59m49.37s +44d18m49.82s,0.4004,38.6286,Trefoil Metric Schema,60.97,MATCH: 2MASS J20594372+4418565 (Y*O),,
20h58m30.63s +44d29m54.18s,0.2271,212.6657,Gasious Substrate Schema,23.22,MATCH: ZTF J205829.52+443014.1 (LP*),,
20h59m25.35s +44d19m11.81s,0.979,6.1013,Baryonic Metric Substrate,102.77,MATCH: 2MASS J20593457+4419395 (LP*),,
20h59m05.40s +44d26m56.06s,0.2464,140.0852,Gasious Substrate Schema,6.16,MATCH: 2MASS J20590597+4426559 (Y*O),,
20h59m47.54s +44d11m58.77s,0.2422,19.0821,Gasious Substrate Schema,28.57,MATCH: DOBASHI 2770 (DNe),,
20h58m55.41s +44d22m15.99s,0.2389,298.4547,Gasious Substrate Schema,26.06,MATCH: 2MASS J20585500+4421503 (Y*?),,
20h59m20.84s +44d19m14.27s,0.3179,77.0546,Solenoidal Metric Schema (Iron),89,MATCH: Gaia DR2 2162237547862181248 (Y*?),,
20h59m10.00s +44d14m09.91s,0.3924,221.1551,Trefoil Metric Schema,39.62,MATCH: 2MASS J20591340+4413550 (Y*O),,
20h58m40.71s +44d19m27.46s,0.3771,14.5084,Trefoil Metric Schema,10.87,MATCH: Gaia DR2 2162247825722057216 (Y*?),,
20h58m55.31s +44d15m45.01s,0.221,10.3403,Gasious Substrate Schema,23.73,MATCH: EM* LkHA  190 (Or*),,
20h58m49.37s +44d21m54.57s,1.617,32.5581,Metric Spacetime Anomaly,60.58,MATCH: 2MASS J20585500+4421503 (Y*?),,
20h59m40.79s +44d20m43.06s,0.2703,163.6053,Localized Torsional Inflection,85.83,MATCH: ZTF J205948.27+442113.4 (EB*),,
20h59m24.24s +44d12m17.34s,0.1773,409.7314,Minkowskian Baseline,45.32,MATCH: Gaia DR3 2162232909297472384 (EB*),,
20h58m33.45s +44d27m45.57s,1.1184,38.3493,Baryonic Metric Substrate,66.19,MATCH: Gaia DR3 2162254216633922816 (WD?),,
20h59m18.10s +44d17m50.96s,0.3766,27.2781,Trefoil Metric Schema,10.47,MATCH: EM* LkHA  192 (Ae*),,
20h58m46.55s +44d30m10.27s,0.2138,84.4819,Minkowskian Baseline,65.33,MATCH: [RGS2011] J205848.96+442910.2 (Y*?),,
20h58m30.85s +44d19m22.20s,0.3271,4.5851,Helical Metric Schema,48.9,MATCH: Gaia DR3 2162248130657677184 (EB*),,
20h59m38.92s +44d12m01.47s,2.1569,75.6516,Spacetime Curvature Limit (Black Hole),64.31,MATCH: DOBASHI 2770 (DNe),,
20h59m49.49s +44d20m55.67s,0.3127,12.7721,Solenoidal Metric Schema (Iron),22.11,MATCH: ZTF J205948.27+442113.4 (EB*),,
20h58m06.89s +44d21m14.91s,0.3618,56.9304,Trefoil Metric Schema,38.5,MATCH: Gaia DR2 2162251497911892480 (Em*),,
20h58m35.47s +44d15m26.91s,0.3675,88.2359,Localized Torsional Inflection,68.11,MATCH: 2MASS J20583980+4416165 (Y*O),,
20h58m47.05s +44d22m45.58s,0.189,153.854,Minkowskian Baseline,101.65,MATCH: 2MASS J20585500+4421503 (Y*?),,
20h58m01.71s +44d12m20.41s,0.3077,46.3729,Solenoidal Metric Schema (Iron),54.98,MATCH: GSC 03179-00971 (*),,
20h59m07.97s +44d19m34.61s,1.2839,46.7936,Metric Spacetime Anomaly,52.71,MATCH: Gaia DR2 2162237410421068672 (Y*?),,
20h59m14.18s +44d23m19.19s,0.2107,88.19,Minkowskian Baseline,37.59,MATCH: Gaia DR2 2162237964477609216 (Y*?),,
20h59m14.42s +44d29m20.84s,0.2353,22.3421,Gasious Substrate Schema,131.85,MATCH: TYC 3179-822-1 (*),,
20h59m16.73s +44d05m05.05s,0.3196,28.1272,Solenoidal Metric Schema (Iron),49.93,MATCH: Gaia DR2 2162230439702658176 (Em*),,
20h59m06.08s +44d06m46.56s,0.1716,208.7259,Minkowskian Baseline,89.9,MATCH: ZTF J205913.52+440606.0 (EB*),,
20h58m01.30s +44d09m51.97s,0.3003,45.2342,Solenoidal Metric Schema (Iron),44.37,MATCH: Gaia DR2 2162240575816824704 (Y*?),,
20h57m48.43s +44d22m58.59s,0.2228,363.6903,Gasious Substrate Schema,27.06,MATCH: 2MASS J20575025+4422399 (Y*?),,
20h58m46.42s +44d06m08.25s,0.2861,35.8373,Solenoidal Metric Schema (Iron),79.55,MATCH: DOBASHI 2765 (DNe),,
20h58m12.93s +44d23m50.98s,0.3834,8.3804,Trefoil Metric Schema,44.84,MATCH: ZTF J205816.87+442336.0 (LP*),,
21h00m10.78s +44d24m28.88s,1.2859,15.0392,Metric Spacetime Anomaly,42.99,MATCH: ZTF J210010.07+442346.6 (LP*),,
20h58m32.23s +44d29m04.85s,0.2062,246.8262,Minkowskian Baseline,54.03,MATCH: Gaia DR3 2162254216633922816 (WD?),,
20h59m37.46s +44d21m02.64s,0.8856,49.8933,Baryonic Metric Substrate,84.47,MATCH: Gaia DR2 2162260470115359744 (*),,
20h59m29.52s +44d09m36.89s,0.4468,1.1762,Trefoil Metric Schema,38.2,MATCH: 2MASS J20593293+4409472 (Y*O),,
20h59m33.58s +44d08m25.95s,0.9898,34.7057,Baryonic Metric Substrate,12.78,MATCH: Gaia DR2 2162231676644797824 (Y*O),,
20h59m57.76s +44d07m53.83s,0.1758,237.5323,Minkowskian Baseline,20.27,MATCH: Gaia DR2 2162184775608929024 (*),,
20h59m45.75s +44d11m00.32s,0.2583,35.4967,Gasious Substrate Schema,15.95,MATCH: 2MASS J20594591+4410443 (Y*O),,
21h00m00.48s +44d26m40.74s,0.3252,109.7879,Helical Metric Schema,53.96,MATCH: TYC 3179-21-1 (*),,
20h59m02.62s +44d04m27.74s,0.5015,688.5611,Localized Torsional Inflection,51.29,MATCH: [DPP2017] 985 (Y*?),,
20h59m26.75s +44d25m38.18s,0.2293,144.3947,Gasious Substrate Schema,12.1,MATCH: Gaia DR2 2162261569627019520 (Em*),,
20h58m50.82s +44d27m13.26s,0.2426,45.683,Gasious Substrate Schema,22.16,MATCH: Gaia DR2 2162250952466774784 (*),,
20h59m32.32s +44d19m39.59s,0.8346,78.5207,Baryonic Metric Substrate,24.17,MATCH: 2MASS J20593457+4419395 (LP*),,
20h59m08.94s +44d24m45.64s,0.2898,35.4157,Solenoidal Metric Schema (Iron),103.52,MATCH: 2MASS J20590296+4426069 (LP?),,
20h59m59.44s +44d14m28.95s,0.2539,41.9048,Gasious Substrate Schema,16.81,MATCH: TYC 3179-1139-1 (*),,
20h59m27.96s +44d19m08.10s,0.4747,54.3279,Metric Spacetime Anomaly,77.6,MATCH: 2MASS J20593457+4419395 (LP*),,
20h58m08.95s +44d18m48.95s,0.4582,156.8556,Metric Spacetime Anomaly,69.32,MATCH: Gaia DR2 2162251261704349184 (*),,
20h58m18.09s +44d08m44.31s,0.5127,231.6153,Metric Spacetime Anomaly,32.84,MATCH: Gaia DR2 2162228618636563840 (*),,
20h59m38.60s +44d13m10.04s,0.4864,41.1461,Metric Spacetime Anomaly,52.62,MATCH: HD 200060 (*),,
20h58m06.23s +44d08m55.28s,0.1987,21.7311,Minkowskian Baseline,33.45,MATCH: Gaia DR2 2162240575816824704 (Y*?),,
20h59m43.95s +44d17m20.85s,0.2286,179.1697,Gasious Substrate Schema,41.98,MATCH: GSC 03179-00666 (PM*),,
20h59m28.68s +44d27m07.50s,0.2528,191.3836,Localized Torsional Inflection,52.01,MATCH: Gaia DR3 2162273732969206272 (EB*),,
20h58m10.05s +44d15m45.29s,0.2583,36.6618,Gasious Substrate Schema,90.87,MATCH: Kiso J205818.11+441612.9 (EB*),,
20h58m52.05s +44d18m28.82s,0.3481,24.8772,Helical Metric Schema,53.5,MATCH: [R2003] 124 (?),,
20h59m00.29s +44d29m30.55s,0.4597,140.6761,Metric Spacetime Anomaly,6,MATCH: ATO J314.7531+44.4908 (EB*),,
20h58m31.16s +44d11m49.22s,0.2715,38.0133,Gasious Substrate Schema,63.13,MATCH: FHK 464 (Or*),,
20h58m36.27s +44d24m27.43s,0.31,43.799,Solenoidal Metric Schema (Iron),26.9,MATCH: ZTF J205836.81+442401.1 (EB*),,
20h58m36.38s +44d16m37.08s,0.335,20.8376,Helical Metric Schema,22.97,MATCH: [RGS2011] J205835.71+441659.5 (Y*O),,
20h58m42.50s +44d28m37.03s,0.2763,57.0338,Gasious Substrate Schema,35.77,MATCH: [RGS2011] J205845.84+442837.5 (Y*O),,
20h57m51.75s +44d15m22.46s,0.298,5.4542,Solenoidal Metric Schema (Iron),47.59,MATCH: Gaia DR3 2162244733353896960 (EB*),,
20h59m49.65s +44d22m33.59s,0.2023,39.5808,Minkowskian Baseline,81.29,MATCH: TYC 3179-1189-1 (*),,
20h58m07.23s +44d20m23.81s,0.3221,86.9402,Helical Metric Schema,38.05,MATCH: ZTF J205810.75+442019.4 (LP*),,
20h58m07.48s +44d10m37.64s,0.3953,35.2512,Trefoil Metric Schema,33.43,MATCH: 2MASS J20580952+4411027 (Or*),,
20h58m39.26s +44d04m25.90s,0.4346,48.2905,Trefoil Metric Schema,21.26,MATCH: 2MASS J20584061+4404414 (LP?),,
20h58m22.70s +44d19m28.43s,0.2732,227.3298,Gasious Substrate Schema,44.49,MATCH: Gaia DR3 2162248302461145088 (EB*),,
20h59m07.37s +44d18m33.52s,0.2768,30.2486,Gasious Substrate Schema,12.05,MATCH: 2MASS J20590670+4418238 (Or*),,
21h00m09.26s +44d17m23.98s,0.2593,22.4336,Gasious Substrate Schema,15.06,MATCH: Gaia DR3 2162256445718270336 (EB*),,
20h59m43.12s +44d12m44.53s,0.223,138.4966,Gasious Substrate Schema,46.64,MATCH: DOBASHI 2770 (DNe),,
20h58m38.46s +44d26m47.79s,0.2998,102.9326,Solenoidal Metric Schema (Iron),38.69,MATCH: Gaia DR3 2162253529447081856 (EB*),,
20h58m05.21s +44d17m10.93s,0.3616,179.8411,Localized Torsional Inflection,76.3,MATCH: ZTF J205801.25+441607.3 (EB*),,
20h58m36.80s +44d06m33.73s,0.2032,45.823,Minkowskian Baseline,42.28,MATCH: WSTB 28W48 (Rad),,
20h59m46.07s +44d31m42.65s,0.3017,3.4529,Solenoidal Metric Schema (Iron),109.97,MATCH: ZTF J205944.00+443330.3 (EB*),,
20h58m13.22s +44d09m18.39s,0.2999,78.8933,Solenoidal Metric Schema (Iron),33.94,MATCH: FHK 447 (Or*),,
20h59m34.32s +44d28m38.88s,0.3458,4.3558,Helical Metric Schema,78.79,MATCH: TYC 3179-841-1 (*),,
20h58m00.19s +44d24m03.54s,0.2354,47.1294,Gasious Substrate Schema,42.42,MATCH: ZTF J205803.68+442343.4 (EB*),,
20h59m56.74s +44d10m10.44s,0.2429,24.7464,Gasious Substrate Schema,36.09,MATCH: Gaia DR2 2162185046179506176 (Y*?),,
20h59m11.87s +44d21m41.78s,0.3164,146.3122,Solenoidal Metric Schema (Iron),33.1,MATCH: ATO J314.8077+44.3685 (EB*),,
20h59m41.68s +44d21m29.06s,0.3937,10.5018,Trefoil Metric Schema,55.18,MATCH: TYC 3179-1189-1 (*),,
20h59m36.75s +44d26m29.00s,0.3162,1.8092,Solenoidal Metric Schema (Iron),130.09,MATCH: Gaia DR2 2162261569627019520 (Em*),,
20h59m12.74s +44d26m51.47s,0.2735,34.1079,Gasious Substrate Schema,72.57,MATCH: 2MASS J20590597+4426559 (Y*O),,
20h59m47.94s +44d13m46.82s,0.2364,17.1742,Gasious Substrate Schema,7.78,MATCH: ZTF J205948.65+441345.2 (EB*),,
20h58m34.49s +44d17m01.56s,0.5052,185.4671,Metric Spacetime Anomaly,14.02,MATCH: [RGS2011] J205835.71+441659.5 (Y*O),,
20h59m50.42s +44d27m12.31s,0.3041,29.6898,Solenoidal Metric Schema (Iron),58.47,MATCH: TYC 3179-21-1 (*),,
20h58m22.28s +44d09m22.12s,0.3313,179.8428,Helical Metric Schema,74.59,MATCH: ZTF J205823.25+440808.2 (RS*),,
20h59m11.93s +44d19m12.60s,0.4575,12.2689,Metric Spacetime Anomaly,74.34,MATCH: 2MASS J20590670+4418238 (Or*),,
20h58m14.24s +44d08m31.63s,0.3884,40.0631,Trefoil Metric Schema,40.99,MATCH: ZTF J205810.93+440811.2 (LP*),,
20h58m37.94s +44d19m57.89s,0.2418,70.2412,Gasious Substrate Schema,34.29,MATCH: Gaia DR2 2162247825722057216 (Y*?),,
21h00m00.33s +44d24m29.00s,0.4301,74.2223,Trefoil Metric Schema,24,MATCH: 2MASS J20595905+4424093 (Y*?),,
20h59m53.56s +44d30m42.33s,0.2953,72.8774,Solenoidal Metric Schema (Iron),89.43,MATCH: Gaia DR3 2162264112247214592 (RR*),,
20h59m39.39s +44d16m04.58s,0.2277,178.7337,Gasious Substrate Schema,60.99,MATCH: GSC 03179-00666 (PM*),,
21h00m15.63s +44d26m07.38s,0.6569,2.2622,Metric Spacetime Anomaly,21.22,MATCH: ZTF J210017.49+442600.2 (LP*),,
20h58m22.26s +44d21m29.90s,0.737,124.6101,Metric Spacetime Anomaly,99.43,MATCH: Gaia DR2 2162251845819900544 (*),,
20h57m49.74s +44d20m40.60s,0.4131,16.3618,Trefoil Metric Schema,92.08,MATCH: TYC 3179-1167-1 (*),,
20h59m36.58s +44d23m33.38s,0.2572,43.3376,Gasious Substrate Schema,43.15,MATCH: TYC 3179-498-1 (*),,
20h59m48.83s +44d19m33.69s,0.3204,62.8493,Helical Metric Schema,49.64,MATCH: ZTF J205953.08+441952.8 (EB*),,
20h59m13.87s +44d13m36.74s,0.2822,41.3124,Solenoidal Metric Schema (Iron),18.97,MATCH: 2MASS J20591340+4413550 (Y*O),,
20h59m19.74s +44d09m46.05s,0.2631,61.6144,Gasious Substrate Schema,43.58,MATCH: Gaia DR2 2162232570006562688 (*),,
20h59m13.71s +44d18m45.22s,0.2705,51.7009,Gasious Substrate Schema,69.86,MATCH: EM* LkHA  192 (Ae*),,
20h59m06.27s +44d20m10.00s,0.3176,103.1726,Solenoidal Metric Schema (Iron),30.78,MATCH: Gaia DR2 2162237410421068672 (Y*?),,
20h58m23.97s +44d14m44.32s,0.3992,2.7342,Trefoil Metric Schema,108.67,MATCH: Kiso J205818.11+441612.9 (EB*),,
20h58m52.47s +44d13m44.27s,0.1781,282.5712,Minkowskian Baseline,58.41,MATCH: Gaia DR2 2162235284425915264 (Y*?),,
20h58m42.04s +44d14m33.28s,0.1898,308.5867,Minkowskian Baseline,45.46,MATCH: 2MASS J20584392+4413526 (Y*O),,
20h59m20.75s +44d30m42.25s,0.3148,1.5763,Solenoidal Metric Schema (Iron),76.43,MATCH: UCAC4 673-090913 (SB*),,
20h59m44.57s +44d18m37.11s,0.2836,122.3347,Solenoidal Metric Schema (Iron),21.51,MATCH: 2MASS J20594372+4418565 (Y*O),,
20h59m18.98s +44d12m38.89s,0.4858,596.8946,Localized Torsional Inflection,45.52,MATCH: 2MASS J20591484+4412286 (Or*),,
20h59m34.13s +44d10m42.88s,1.2321,27.6963,Metric Spacetime Anomaly,48.81,MATCH: 2MASS J20593862+4410371 (Y*O),,
20h59m35.84s +44d23m59.59s,0.9124,15.6032,Baryonic Metric Substrate,64.65,MATCH: TYC 3179-498-1 (*),,
20h59m09.40s +44d11m07.93s,0.2842,28.7172,Solenoidal Metric Schema (Iron),74.59,MATCH: 2MASS J20591434+4410157 (LP?),,
21h00m15.32s +44d11m58.07s,0.2267,31.3055,Gasious Substrate Schema,27.52,MATCH: ZTF J210017.87+441155.8 (EB*),,
20h59m55.14s +44d09m03.25s,0.2213,13.43,Gasious Substrate Schema,52.81,MATCH: Gaia DR2 2162185046179506176 (Y*?),,
20h58m13.91s +44d07m57.69s,0.2696,19.4344,Gasious Substrate Schema,34.79,MATCH: ZTF J205810.93+440811.2 (LP*),,
20h57m58.53s +44d09m48.21s,0.2916,66.9078,Solenoidal Metric Schema (Iron),67.53,MATCH: Gaia DR2 2162240575816824704 (Y*?),,
20h58m33.56s +44d17m57.37s,0.5562,176.0571,Metric Spacetime Anomaly,52.73,MATCH: 2MASS J20583566+4418450 (Or*),,
20h58m00.78s +44d11m08.15s,0.2341,12.3716,Gasious Substrate Schema,19.26,MATCH: Gaia DR2 2162241400450571392 (Y*?),,
21h00m12.14s +44d25m13.18s,0.3302,25.167,Helical Metric Schema,68.07,MATCH: ATO J315.0518+44.4391 (EB*),,
20h58m26.56s +44d08m12.69s,0.2116,338.3867,Minkowskian Baseline,35.89,MATCH: ZTF J205823.25+440808.2 (RS*),,
20h59m21.69s +44d10m48.54s,0.2687,106.8061,Gasious Substrate Schema,31.53,MATCH: Gaia DR2 2162232570006562688 (*),,
20h58m29.36s +44d19m37.52s,0.2255,52.3764,Localized Torsional Inflection,49.62,MATCH: Gaia DR2 2162248134968123776 (*),,
20h59m44.60s +44d20m06.37s,0.2229,25.3231,Gasious Substrate Schema,70.39,MATCH: 2MASS J20594372+4418565 (Y*O),,
20h59m56.17s +44d16m32.44s,0.2695,114.7557,Gasious Substrate Schema,49.67,MATCH: Gaia DR3 2162256720593923200 (EB*),,
21h00m23.94s +44d16m02.69s,0.2132,70.1142,Minkowskian Baseline,72.17,MATCH: ZTF J210022.85+441451.4 (BY*),,
20h58m27.66s +44d07m29.44s,0.2218,41.9495,Gasious Substrate Schema,61.32,MATCH: ZTF J205823.25+440808.2 (RS*),,
20h59m35.04s +44d09m40.31s,0.1873,183.986,Minkowskian Baseline,23.67,MATCH: 2MASS J20593293+4409472 (Y*O),,
20h59m25.74s +44d13m50.94s,0.2925,103.1925,Solenoidal Metric Schema (Iron),30.72,MATCH: FHK 578 (Or*),,
20h58m49.40s +44d19m57.33s,0.4287,3.5923,Trefoil Metric Schema,27.39,MATCH: NGC  7000 (Cl*),,
20h57m40.26s +44d17m34.72s,0.2402,146.2483,Gasious Substrate Schema,63.84,MATCH: Gaia DR2 2162245072640546944 (Em*),,
20h59m51.07s +44d24m19.44s,0.5559,3.8678,Metric Spacetime Anomaly,86.17,MATCH: 2MASS J20595905+4424093 (Y*?),,
20h58m27.55s +44d31m48.75s,0.3082,22.0068,Solenoidal Metric Schema (Iron),29.24,MATCH: ZTF J205824.82+443150.4 (LP*),,
20h59m35.89s +44d24m58.80s,0.4146,136.1625,Trefoil Metric Schema,111.07,MATCH: Gaia DR2 2162261569627019520 (Em*),,
20h58m19.94s +44d16m33.94s,0.3684,123.3032,Trefoil Metric Schema,28.79,MATCH: Kiso J205818.11+441612.9 (EB*),,
20h58m49.22s +44d26m00.39s,0.2777,1.3906,Gasious Substrate Schema,90.66,MATCH: ZTF J205852.78+442722.6 (BY*),,
20h58m55.91s +44d20m53.86s,0.5872,31.3798,Metric Spacetime Anomaly,31.51,MATCH: ZTF J205853.73+442115.0 (EB*),,
20h58m56.31s +44d29m31.96s,0.3141,100.6506,Solenoidal Metric Schema (Iron),47.83,MATCH: ATO J314.7531+44.4908 (EB*),,
20h59m43.26s +44d30m17.79s,0.2861,121.8627,Solenoidal Metric Schema (Iron),130.55,MATCH: TYC 3179-841-1 (*),,
20h59m04.63s +44d13m09.92s,0.4883,8.0667,Metric Spacetime Anomaly,12.45,MATCH: 2MASS J20590347+4413117 (Or*),,
20h58m25.69s +44d30m23.60s,0.2471,306.1281,Gasious Substrate Schema,34.25,MATCH: Gaia DR3 2162254727729945216 (*),,
21h00m18.32s +44d19m08.61s,0.1872,47.1688,Minkowskian Baseline,127.22,MATCH: ZTF J210007.83+442007.3 (EB*),,
20h58m36.62s +44d08m23.25s,0.3164,434.0144,Solenoidal Metric Schema (Iron),89.09,MATCH: WSTB 28W48 (Rad),,
20h58m42.18s +44d33m25.88s,0.1595,31.1471,Minkowskian Baseline,39.73,MATCH: ZTF J205842.93+443246.9 (EB*),,
20h58m26.01s +44d09m17.16s,0.3957,20.0501,Trefoil Metric Schema,75.02,MATCH: ZTF J205823.25+440808.2 (RS*),,
20h59m41.79s +44d09m34.57s,0.263,141.6365,Gasious Substrate Schema,30.97,MATCH: ZTF J205939.05+440925.0 (EB*),,
20h58m54.74s +44d19m39.24s,0.2172,1.0303,Minkowskian Baseline,71.95,MATCH: Gaia DR3 2162249127094886656 (EB*),,
21h00m08.36s +44d28m05.43s,0.2523,93.0499,Gasious Substrate Schema,90.61,MATCH: TYC 3180-267-1 (*),,
